LAND,MODELLART,OBJART,OBJART_TXT,OBJID,HDU_X,FDV_X,BEGINN,ENDE,ADM,AVG,BEZ_GEM,BEZ_VWG,BEZ_KRS,BEZ_LAN,BEZ_RBZ,SCH,WKR_NR,WKR_NAME
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GK,,"0",2021-10-15T21:20:54Z,,6001#6010,,Allershausen,,Freising,Freistaat Bayern,Oberbayern,"09178113","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GL,,"0",2022-02-02T21:16:32Z,,6001#6010,,Attenkirchen,,Freising,Freistaat Bayern,Oberbayern,"09178115","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GM,,"0",2022-02-02T21:16:32Z,,"6012",,Au i.d.Hallertau,,Freising,Freistaat Bayern,Oberbayern,"09178116","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GN,,"0",2021-07-02T17:00:44Z,,"6001",,Eching,,Freising,Freistaat Bayern,Oberbayern,"09178120","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GO,,"0",2022-02-02T21:16:32Z,,"6001",,Rudelzhausen,,Freising,Freistaat Bayern,Oberbayern,"09178122","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GP,,"0",2021-07-02T17:00:44Z,,"6001",,Fahrenzhausen,,Freising,Freistaat Bayern,Oberbayern,"09178123","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GQ,,"0",2022-02-02T21:16:32Z,,"6005",,Freising,,Freising,Freistaat Bayern,Oberbayern,"09178124","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GR,,"0",2021-07-02T17:00:44Z,,6001#6010,,Gammelsdorf,,Freising,Freistaat Bayern,Oberbayern,"09178125","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GS,,"0",2022-02-02T21:16:32Z,,6001#6010,,Haag a.d.Amper,,Freising,Freistaat Bayern,Oberbayern,"09178129","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GT,,"0",2021-12-03T21:17:15Z,,"6001",,Hallbergmoos,,Freising,Freistaat Bayern,Oberbayern,"09178130","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GU,,"0",2021-07-02T17:00:44Z,,6001#6010,,Hörgertshausen,,Freising,Freistaat Bayern,Oberbayern,"09178132","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GV,,"0",2021-07-02T17:00:44Z,,"6001",,Hohenkammer,,Freising,Freistaat Bayern,Oberbayern,"09178133","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GW,,"0",2022-02-02T21:16:32Z,,"6001",,Kirchdorf a.d.Amper,,Freising,Freistaat Bayern,Oberbayern,"09178136","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GX,,"0",2022-02-02T21:16:32Z,,"6001",,Kranzberg,,Freising,Freistaat Bayern,Oberbayern,"09178137","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GY,,"0",2022-02-02T21:16:32Z,,"6001",,Langenbach,,Freising,Freistaat Bayern,Oberbayern,"09178138","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001GZ,,"0",2022-02-02T21:16:32Z,,"6001",,Marzling,,Freising,Freistaat Bayern,Oberbayern,"09178140","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ea,,"0",2021-07-02T17:00:44Z,,"6003",,Schrobenhausen,,Neuburg-Schrobenhausen,Freistaat Bayern,Oberbayern,"09185158","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ec,,"0",2021-07-02T17:00:44Z,,6001#6010,,Waidhofen,,Neuburg-Schrobenhausen,Freistaat Bayern,Oberbayern,"09185166","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001EM,,"0",2021-10-15T21:20:54Z,,"6001",,Aresing,,Neuburg-Schrobenhausen,Freistaat Bayern,Oberbayern,"09185113","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001EN,,"0",2021-07-02T17:00:44Z,,6001#6010,,Berg im Gau,,Neuburg-Schrobenhausen,Freistaat Bayern,Oberbayern,"09185116","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001EP,,"0",2021-07-22T21:16:58Z,,6001#6010,,Brunnen,,Neuburg-Schrobenhausen,Freistaat Bayern,Oberbayern,"09185123","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001ES,,"0",2021-07-02T17:00:44Z,,6001#6010,,Gachenbach,,Neuburg-Schrobenhausen,Freistaat Bayern,Oberbayern,"09185131","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001EV,,"0",2021-07-02T17:00:44Z,,6001#6010,,Langenmosen,,Neuburg-Schrobenhausen,Freistaat Bayern,Oberbayern,"09185143","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ee,,"0",2021-07-02T17:00:44Z,,"6001",,Baar-Ebenhausen,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186113","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ef,,"0",2022-02-02T21:16:32Z,,6001#6010,,Ernsgaden,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186116","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Eg,,"0",2022-02-02T21:16:32Z,,6003#6010,,Geisenfeld,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186122","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Eh,,"0",2021-10-15T21:20:54Z,,"6001",,Gerolsbach,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186125","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ei,,"0",2021-10-15T21:20:54Z,,6001#6010,,Hettenshausen,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186126","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ej,,"0",2022-02-02T21:16:32Z,,"6012",,Hohenwart,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186128","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ek,,"0",2021-10-15T21:20:54Z,,6001#6010,,Ilmmünster,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186130","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001El,,"0",2021-10-15T21:20:54Z,,"6001",,Jetzendorf,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186132","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Em,,"0",2022-02-02T21:16:32Z,,"6012",,Manching,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186137","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001En,,"0",2022-04-11T21:16:05Z,,"6001",,Münchsmünster,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186139","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Eo,,"0",2021-10-15T21:20:54Z,,"6003",,Pfaffenhofen a.d.Ilm,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186143","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ep,,"0",2022-02-02T21:16:32Z,,6001#6010,,Pörnbach,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186144","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Eq,,"0",2021-10-15T21:20:54Z,,"6001",,Reichertshausen,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186146","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Er,,"0",2021-07-02T17:00:44Z,,6010#6012,,Reichertshofen,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186147","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Es,,"0",2021-10-15T21:20:54Z,,"6001",,Rohrbach,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186149","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Et,,"0",2021-10-15T21:20:54Z,,"6001",,Scheyern,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186151","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Eu,,"0",2021-07-02T17:00:44Z,,"6001",,Schweitenkirchen,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186152","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ev,,"0",2022-02-02T21:16:32Z,,"6003",,Vohburg a.d.Donau,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186158","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ew,,"0",2021-10-15T21:20:54Z,,"6012",,Wolnzach,,Pfaffenhofen a.d.Ilm,Freistaat Bayern,Oberbayern,"09186162","213",Freising
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jb,,"0",2022-03-25T21:16:24Z,,"6012",,Altomünster,,Dachau,Freistaat Bayern,Oberbayern,"09174111","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jc,,"0",2022-03-25T21:16:24Z,,"6001",,Bergkirchen,,Dachau,Freistaat Bayern,Oberbayern,"09174113","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jd,,"0",2021-10-28T21:49:50Z,,"6005",,Dachau,,Dachau,Freistaat Bayern,Oberbayern,"09174115","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Je,,"0",2022-03-25T21:16:24Z,,"6001",,Erdweg,,Dachau,Freistaat Bayern,Oberbayern,"09174118","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jf,,"0",2022-03-25T21:16:24Z,,"6001",,Haimhausen,,Dachau,Freistaat Bayern,Oberbayern,"09174121","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jg,,"0",2021-10-28T21:49:50Z,,"6001",,Hebertshausen,,Dachau,Freistaat Bayern,Oberbayern,"09174122","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jh,,"0",2022-03-25T21:16:24Z,,"6001",,Karlsfeld,,Dachau,Freistaat Bayern,Oberbayern,"09174126","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ji,,"0",2022-03-25T21:16:24Z,,"6012",,Markt Indersdorf,,Dachau,Freistaat Bayern,Oberbayern,"09174131","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jj,,"0",2022-03-25T21:16:24Z,,"6001",,Odelzhausen,,Dachau,Freistaat Bayern,Oberbayern,"09174135","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jk,,"0",2021-10-15T21:20:54Z,,"6001",,Petershausen,,Dachau,Freistaat Bayern,Oberbayern,"09174136","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jl,,"0",2021-07-02T17:00:44Z,,"6001",,Pfaffenhofen a.d.Glonn,,Dachau,Freistaat Bayern,Oberbayern,"09174137","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jm,,"0",2021-07-02T17:00:44Z,,"6001",,Röhrmoos,,Dachau,Freistaat Bayern,Oberbayern,"09174141","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jn,,"0",2022-03-25T21:16:24Z,,"6001",,Schwabhausen,,Dachau,Freistaat Bayern,Oberbayern,"09174143","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jo,,"0",2022-03-25T21:16:24Z,,"6001",,Sulzemoos,,Dachau,Freistaat Bayern,Oberbayern,"09174146","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jp,,"0",2021-10-15T21:20:54Z,,"6001",,Hilgertshausen-Tandern,,Dachau,Freistaat Bayern,Oberbayern,"09174147","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jq,,"0",2021-07-02T17:00:44Z,,"6001",,Vierkirchen,,Dachau,Freistaat Bayern,Oberbayern,"09174150","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Jr,,"0",2021-10-15T21:20:54Z,,"6001",,Weichs,,Dachau,Freistaat Bayern,Oberbayern,"09174151","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gi,,"0",2021-07-02T17:00:44Z,,6001#6010,,Adelshofen,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179111","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gj,,"0",2022-03-04T21:16:19Z,,"6001",,Alling,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179113","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gk,,"0",2021-07-02T17:00:44Z,,6001#6010,,Althegnenberg,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179114","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gl,,"0",2022-03-25T21:16:24Z,,"6001",,Egenhofen,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179117","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gm,,"0",2022-03-04T21:16:19Z,,"6001",,Eichenau,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179118","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gn,,"0",2021-12-10T21:16:00Z,,"6001",,Emmering,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179119","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Go,,"0",2022-03-25T21:16:24Z,,"6005",,Fürstenfeldbruck,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179121","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gq,,"0",2021-12-10T21:16:00Z,,6001#6010,,Grafrath,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179125","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gr,,"0",2022-03-28T21:15:54Z,,"6001",,Gröbenzell,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179126","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gs,,"0",2021-07-02T17:00:44Z,,6001#6010,,Hattenhofen,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179128","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gt,,"0",2021-10-05T21:16:47Z,,6001#6010,,Jesenwang,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179130","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gu,,"0",2021-07-02T17:00:44Z,,6001#6010,,Kottgeisering,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179131","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gv,,"0",2021-12-10T21:16:00Z,,6001#6010,,Landsberied,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179132","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gw,,"0",2022-03-25T21:16:24Z,,"6001",,Maisach,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179134","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gx,,"0",2022-03-25T21:16:24Z,,6001#6010,,Mammendorf,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179136","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gy,,"0",2021-07-02T17:00:44Z,,6001#6010,,Mittelstetten,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179137","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Gz,,"0",2021-07-02T17:00:44Z,,"6001",,Moorenweis,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179138","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H0,,"0",2021-07-02T17:00:44Z,,6001#6010,,Oberschweinbach,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179140","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H1,,"0",2022-03-28T21:15:54Z,,"6003",,Olching,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179142","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H2,,"0",2022-03-28T21:15:54Z,,"6003",,Puchheim,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179145","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H3,,"0",2021-09-23T21:15:55Z,,6001#6010,,Schöngeising,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179147","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001H4,,"0",2021-07-02T17:00:44Z,,"6001",,Türkenfeld,,Fürstenfeldbruck,Freistaat Bayern,Oberbayern,"09179149","214",Fürstenfeldbruck
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ia,,"0",2021-11-25T21:16:15Z,,"6003",,Ingolstadt,,Ingolstadt,Freistaat Bayern,Oberbayern,"09161000","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ka,,"0",2022-03-09T21:16:17Z,,6001#6010,,Pollenfeld,,Eichstätt,Freistaat Bayern,Oberbayern,"09176155","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kb,,"0",2022-03-09T21:16:17Z,,6001#6010,,Schernfeld,,Eichstätt,Freistaat Bayern,Oberbayern,"09176160","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kc,,"0",2021-11-25T21:16:15Z,,"6001",,Stammham,,Eichstätt,Freistaat Bayern,Oberbayern,"09176161","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kd,,"0",2022-03-09T21:16:17Z,,"6012",,Titting,,Eichstätt,Freistaat Bayern,Oberbayern,"09176164","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KD,,"0",2022-03-09T21:16:17Z,,6001#6010,,Adelschlag,,Eichstätt,Freistaat Bayern,Oberbayern,"09176111","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Ke,,"0",2022-03-09T21:16:17Z,,6001#6010,,Walting,,Eichstätt,Freistaat Bayern,Oberbayern,"09176165","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KE,,"0",2022-03-23T21:15:56Z,,"6012",,Altmannstein,,Eichstätt,Freistaat Bayern,Oberbayern,"09176112","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kf,,"0",2022-03-09T21:16:17Z,,"6012",,Wellheim,,Eichstätt,Freistaat Bayern,Oberbayern,"09176166","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KF,,"0",2021-11-25T21:16:15Z,,"6003",,Beilngries,,Eichstätt,Freistaat Bayern,Oberbayern,"09176114","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001Kg,,"0",2021-11-25T21:16:15Z,,"6001",,Wettstetten,,Eichstätt,Freistaat Bayern,Oberbayern,"09176167","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KG,,"0",2021-11-25T21:16:15Z,,6001#6010,,Böhmfeld,,Eichstätt,Freistaat Bayern,Oberbayern,"09176116","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KH,,"0",2022-03-09T21:16:17Z,,"6001",,Buxheim,,Eichstätt,Freistaat Bayern,Oberbayern,"09176118","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KI,,"0",2021-11-25T21:16:15Z,,"6001",,Denkendorf,,Eichstätt,Freistaat Bayern,Oberbayern,"09176120","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KJ,,"0",2022-03-09T21:16:17Z,,"6012",,Dollnstein,,Eichstätt,Freistaat Bayern,Oberbayern,"09176121","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KK,,"0",2022-03-10T21:16:53Z,,6001#6010,,Egweil,,Eichstätt,Freistaat Bayern,Oberbayern,"09176122","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KL,,"0",2022-03-09T21:16:17Z,,"6005",,Eichstätt,,Eichstätt,Freistaat Bayern,Oberbayern,"09176123","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KM,,"0",2022-03-09T21:16:17Z,,6001#6010,,Eitensheim,,Eichstätt,Freistaat Bayern,Oberbayern,"09176124","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KN,,"0",2021-11-25T21:16:15Z,,"6012",,Gaimersheim,,Eichstätt,Freistaat Bayern,Oberbayern,"09176126","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KO,,"0",2022-02-02T21:16:32Z,,"6001",,Großmehring,,Eichstätt,Freistaat Bayern,Oberbayern,"09176129","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KP,,"0",2021-11-25T21:16:15Z,,"6001",,Hepberg,,Eichstätt,Freistaat Bayern,Oberbayern,"09176131","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KQ,,"0",2021-11-25T21:16:15Z,,"6001",,Hitzhofen,,Eichstätt,Freistaat Bayern,Oberbayern,"09176132","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KR,,"0",2022-02-11T21:16:43Z,,"6012",,Kinding,,Eichstätt,Freistaat Bayern,Oberbayern,"09176137","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KS,,"0",2022-03-09T21:16:17Z,,"6012",,Kipfenberg,,Eichstätt,Freistaat Bayern,Oberbayern,"09176138","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KT,,"0",2022-03-23T21:15:56Z,,"6012",,Kösching,,Eichstätt,Freistaat Bayern,Oberbayern,"09176139","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KU,,"0",2021-11-25T21:16:15Z,,"6001",,Lenting,,Eichstätt,Freistaat Bayern,Oberbayern,"09176143","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KV,,"0",2021-11-25T21:16:15Z,,6001#6010,,Mindelstetten,,Eichstätt,Freistaat Bayern,Oberbayern,"09176147","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KW,,"0",2022-03-09T21:16:17Z,,"6012",,Mörnsheim,,Eichstätt,Freistaat Bayern,Oberbayern,"09176148","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KX,,"0",2022-03-10T21:16:53Z,,6010#6012,,Nassenfels,,Eichstätt,Freistaat Bayern,Oberbayern,"09176149","215",Ingolstadt
BY,Basis-DLM#DTK25,"75003",AX_KommunalesGebiet,DEBYBDLMjK0001KY,,"0",2021-11-25T21:16:15Z,,6001#6010,,Oberdolling,,Eichstätt,Freistaat Bayern,Oberbayern,"09176150","215",Ingolstadt
